ID,target
16306,0
16307,0
16308,0
16309,1
16310,0
16311,1
16312,0
16313,0
16314,1
16315,0
16316,0
16317,0
16318,0
16319,1
16320,0
16321,0
16322,0
16323,0
16324,0
16325,1
16326,0
16327,0
16328,1
16329,1
16330,0
16331,0
16332,0
16333,0
16334,0
16335,0
16336,1
16337,0
16338,0
16339,0
16340,0
16341,0
16342,1
16343,0
16344,0
16345,0
16346,1
16347,0
16348,0
16349,0
16350,0
16351,0
16352,0
16353,0
16354,0
16355,0
16356,0
16357,0
16358,0
16359,0
16360,0
16361,1
16362,0
16363,1
16364,0
16365,1
16366,0
16367,0
16368,1
16369,0
16370,0
16371,1
16372,0
16373,0
16374,0
16375,1
16376,1
16377,0
16378,1
16379,0
16380,0
16381,0
16382,1
16383,0
16384,0
16385,0
16386,0
16387,0
16388,0
16389,0
16390,0
16391,1
16392,0
16393,0
16394,0
16395,0
16396,0
16397,0
16398,0
16399,0
16400,1
16401,0
16402,0
16403,0
16404,0
16405,1
16406,0
16407,1
16408,0
16409,1
16410,1
16411,0
16412,0
16413,0
16414,0
16415,1
16416,0
16417,0
16418,0
16419,0
16420,1
16421,0
16422,0
16423,0
16424,0
16425,0
16426,0
16427,0
16428,1
16429,0
16430,0
16431,0
16432,0
16433,0
16434,0
16435,0
16436,0
16437,0
16438,0
16439,0
16440,0
16441,0
16442,1
16443,0
16444,0
16445,0
16446,0
16447,0
16448,0
16449,0
16450,0
16451,0
16452,1
16453,1
16454,1
16455,0
16456,0
16457,0
16458,0
16459,0
16460,0
16461,0
16462,0
16463,0
16464,0
16465,1
16466,1
16467,0
16468,0
16469,0
16470,0
16471,0
16472,0
16473,1
16474,0
16475,0
16476,0
16477,0
16478,0
16479,0
16480,0
16481,0
16482,1
16483,0
16484,0
16485,1
16486,0
16487,0
16488,0
16489,0
16490,0
16491,1
16492,1
16493,1
16494,0
16495,0
16496,0
16497,1
16498,0
16499,0
16500,0
16501,1
16502,1
16503,1
16504,0
16505,0
16506,0
16507,1
16508,1
16509,0
16510,0
16511,0
16512,0
16513,0
16514,0
16515,0
16516,0
16517,1
16518,0
16519,0
16520,0
16521,1
16522,0
16523,0
16524,1
16525,0
16526,0
16527,0
16528,0
16529,0
16530,0
16531,0
16532,1
16533,0
16534,0
16535,0
16536,0
16537,0
16538,0
16539,0
16540,0
16541,0
16542,1
16543,0
16544,1
16545,0
16546,0
16547,0
16548,0
16549,0
16550,0
16551,0
16552,0
16553,1
16554,0
16555,1
16556,1
16557,0
16558,0
16559,0
16560,0
16561,0
16562,0
16563,1
16564,0
16565,0
16566,0
16567,0
16568,0
16569,0
16570,1
16571,0
16572,0
16573,1
16574,0
16575,0
16576,0
16577,0
16578,1
16579,0
16580,1
16581,0
16582,0
16583,0
16584,0
16585,1
16586,0
16587,0
16588,1
16589,1
16590,0
16591,1
16592,0
16593,0
16594,0
16595,1
16596,0
16597,0
16598,0
16599,1
16600,1
16601,1
16602,0
16603,0
16604,0
16605,0
16606,1
16607,1
16608,0
16609,1
16610,1
16611,0
16612,0
16613,0
16614,0
16615,1
16616,1
16617,0
16618,0
16619,0
16620,0
16621,0
16622,1
16623,1
16624,0
16625,0
16626,0
16627,0
16628,0
16629,0
16630,0
16631,1
16632,0
16633,0
16634,1
16635,0
16636,0
16637,0
16638,0
16639,0
16640,0
16641,0
16642,0
16643,0
16644,0
16645,0
16646,1
16647,0
16648,0
16649,0
16650,0
16651,0
16652,0
16653,0
16654,0
16655,0
16656,1
16657,0
16658,0
16659,1
16660,0
16661,1
16662,0
16663,1
16664,1
16665,1
16666,0
16667,1
16668,0
16669,0
16670,0
16671,0
16672,0
16673,0
16674,0
16675,1
16676,1
16677,1
16678,0
16679,0
16680,1
16681,0
16682,1
16683,0
16684,0
16685,0
16686,1
16687,0
16688,0
16689,0
16690,0
16691,0
16692,1
16693,1
16694,1
16695,0
16696,0
16697,0
16698,0
16699,0
16700,0
16701,0
16702,0
16703,0
16704,0
16705,0
16706,1
16707,0
16708,0
16709,0
16710,0
16711,0
16712,0
16713,0
16714,0
16715,0
16716,0
16717,0
16718,0
16719,0
16720,0
16721,0
16722,0
16723,0
16724,0
16725,0
16726,0
16727,0
16728,0
16729,0
16730,0
16731,1
16732,0
16733,0
16734,1
16735,1
16736,0
16737,0
16738,0
16739,1
16740,0
16741,0
16742,0
16743,0
16744,0
16745,1
16746,0
16747,0
16748,0
16749,0
16750,1
16751,1
16752,0
16753,0
16754,0
16755,0
16756,1
16757,1
16758,0
16759,0
16760,0
16761,1
16762,1
16763,0
16764,0
16765,0
16766,0
16767,0
16768,0
16769,1
16770,0
16771,0
16772,0
16773,0
16774,1
16775,0
16776,0
16777,0
16778,0
16779,1
16780,0
16781,1
16782,0
16783,0
16784,0
16785,0
16786,0
16787,1
16788,0
16789,0
16790,1
16791,0
16792,0
16793,1
16794,0
16795,0
16796,0
16797,1
16798,1
16799,1
16800,0
16801,0
16802,1
16803,0
16804,0
16805,0
16806,0
16807,1
16808,0
16809,0
16810,0
16811,0
16812,1
16813,0
16814,0
16815,0
16816,0
16817,1
16818,0
16819,0
16820,0
16821,0
16822,0
16823,0
16824,0
16825,0
16826,0
16827,1
16828,0
16829,1
16830,1
16831,1
16832,0
16833,0
16834,1
16835,0
16836,1
16837,1
16838,0
16839,0
16840,1
16841,1
16842,0
16843,1
16844,0
16845,0
16846,0
16847,0
16848,0
16849,0
16850,0
16851,0
16852,0
16853,1
16854,1
16855,0
16856,1
16857,0
16858,0
16859,0
16860,0
16861,0
16862,0
16863,0
16864,0
16865,1
16866,0
16867,0
16868,0
16869,0
16870,0
16871,0
16872,0
16873,0
16874,0
16875,0
16876,0
16877,0
16878,1
16879,0
16880,1
16881,0
16882,0
16883,1
16884,0
16885,0
16886,0
16887,0
16888,0
16889,0
16890,0
16891,0
16892,1
16893,1
16894,1
16895,0
16896,0
16897,1
16898,0
16899,1
16900,1
16901,0
16902,0
16903,0
16904,1
16905,0
16906,1
16907,0
16908,0
16909,0
16910,0
16911,0
16912,1
16913,0
16914,1
16915,0
16916,1
16917,1
16918,0
16919,0
16920,0
16921,0
16922,0
16923,1
16924,0
16925,0
16926,0
16927,0
16928,0
16929,0
16930,0
16931,1
16932,0
16933,1
16934,0
16935,0
16936,1
16937,0
16938,1
16939,0
16940,0
16941,0
16942,0
16943,0
16944,0
16945,0
16946,0
16947,1
16948,1
16949,0
16950,0
16951,0
16952,0
16953,0
16954,1
16955,0
16956,0
16957,0
16958,0
16959,0
16960,0
16961,1
16962,0
16963,0
16964,0
16965,0
16966,0
16967,0
16968,0
16969,0
16970,0
16971,0
16972,1
16973,0
16974,1
16975,0
16976,0
16977,0
16978,0
16979,0
16980,0
16981,0
16982,0
16983,1
16984,0
16985,0
16986,1
16987,0
16988,0
16989,1
16990,0
16991,1
16992,0
16993,0
16994,0
16995,0
16996,1
16997,0
16998,0
16999,0
17000,0
17001,0
17002,1
17003,0
17004,0
17005,0
17006,0
17007,0
17008,1
17009,0
17010,0
17011,1
17012,1
17013,0
17014,0
17015,1
17016,0
17017,0
17018,0
17019,0
17020,0
17021,0
17022,0
17023,1
17024,0
17025,0
17026,0
17027,0
17028,0
17029,0
17030,0
17031,0
17032,0
17033,0
17034,0
17035,1
17036,0
17037,0
17038,0
17039,0
17040,0
17041,0
17042,1
17043,0
17044,0
17045,0
17046,0
17047,0
17048,0
17049,1
17050,0
17051,0
17052,0
17053,0
17054,0
17055,0
17056,0
17057,0
17058,1
17059,1
17060,1
17061,1
17062,0
17063,0
17064,0
17065,0
17066,0
17067,0
17068,1
17069,0
17070,1
17071,0
17072,0
17073,0
17074,1
17075,0
17076,0
17077,0
17078,1
17079,0
17080,1
17081,1
17082,0
17083,0
17084,0
17085,0
17086,0
17087,0
17088,0
17089,0
17090,0
17091,0
17092,0
17093,1
17094,0
17095,0
17096,0
17097,1
17098,0
17099,0
17100,0
17101,1
17102,0
17103,0
17104,0
17105,1
17106,0
17107,1
17108,1
17109,0
17110,1
17111,0
17112,0
17113,0
17114,0
17115,0
17116,0
17117,0
17118,1
17119,0
17120,0
17121,0
17122,0
17123,0
17124,0
17125,0
17126,0
17127,0
17128,0
17129,0
17130,0
17131,0
17132,0
17133,0
17134,0
17135,0
17136,0
17137,1
17138,0
17139,1
17140,1
17141,0
17142,1
17143,0
17144,0
17145,0
17146,0
17147,0
17148,0
17149,0
17150,0
17151,1
17152,0
17153,1
17154,0
17155,1
17156,0
17157,0
17158,0
17159,0
17160,0
17161,0
17162,0
17163,0
17164,1
17165,0
17166,0
17167,0
17168,0
17169,1
17170,0
17171,0
17172,0
17173,0
17174,1
17175,0
17176,1
17177,0
17178,0
17179,0
17180,1
17181,0
17182,0
17183,1
17184,0
17185,1
17186,0
17187,1
17188,0
17189,0
17190,1
17191,0
17192,0
17193,0
17194,0
17195,0
17196,1
17197,1
17198,1
17199,1
17200,1
17201,0
17202,1
17203,0
17204,0
17205,1
17206,0
17207,0
17208,0
17209,0
17210,0
17211,0
17212,0
17213,0
17214,1
17215,0
17216,0
17217,0
17218,0
17219,1
17220,0
17221,0
17222,0
17223,1
17224,1
17225,0
17226,0
17227,0
17228,0
17229,0
17230,0
17231,1
17232,0
17233,0
17234,0
17235,1
17236,0
17237,0
17238,0
17239,0
17240,0
17241,0
17242,0
17243,0
17244,1
17245,0
17246,0
17247,0
17248,0
17249,0
17250,0
17251,0
17252,0
17253,0
17254,0
17255,1
17256,0
17257,0
17258,0
17259,1
17260,0
17261,0
17262,0
17263,0
17264,1
17265,0
17266,0
17267,0
17268,0
17269,0
17270,0
17271,0
17272,0
17273,0
17274,0
17275,0
17276,0
17277,0
17278,0
17279,1
17280,1
17281,0
17282,0
17283,0
17284,0
17285,0
17286,0
17287,0
17288,0
17289,1
17290,0
17291,0
17292,0
17293,0
17294,0
17295,0
17296,0
17297,0
17298,0
17299,0
17300,0
17301,0
17302,1
17303,0
17304,0
17305,0
17306,0
17307,0
17308,0
17309,0
17310,1
17311,0
17312,0
17313,0
17314,0
17315,0
17316,0
17317,0
17318,0
17319,0
17320,0
17321,0
17322,0
17323,1
17324,0
17325,1
17326,0
17327,0
17328,0
17329,0
17330,0
17331,0
17332,1
17333,0
17334,0
17335,0
17336,1
17337,0
17338,0
17339,0
17340,0
17341,1
17342,0
17343,0
17344,1
17345,0
17346,0
17347,0
17348,0
17349,1
17350,0
17351,0
17352,0
17353,0
17354,1
17355,0
17356,1
17357,0
17358,0
17359,0
17360,0
17361,0
17362,0
17363,0
17364,0
17365,0
17366,0
17367,0
17368,1
17369,0
17370,0
17371,1
17372,0
17373,0
17374,0
17375,1
17376,0
17377,0
17378,0
17379,0
17380,0
17381,0
17382,0
17383,0
17384,0
17385,0
17386,0
17387,1
17388,0
17389,0
17390,1
17391,1
17392,0
17393,0
17394,1
17395,0
17396,1
17397,0
17398,0
17399,0
17400,0
17401,0
17402,1
17403,1
17404,0
17405,0
17406,0
17407,1
17408,1
17409,0
17410,0
17411,0
17412,0
17413,0
17414,0
17415,0
17416,0
17417,0
17418,0
17419,1
17420,0
17421,0
17422,0
17423,1
17424,0
17425,0
17426,0
17427,0
17428,1
17429,0
17430,0
17431,0
17432,1
17433,0
17434,1
17435,0
17436,0
17437,0
17438,0
17439,0
17440,0
17441,0
17442,1
17443,0
17444,0
17445,0
17446,0
17447,0
17448,0
17449,0
17450,0
17451,0
17452,0
17453,0
17454,0
17455,1
17456,1
17457,1
17458,1
17459,0
17460,1
17461,0
17462,0
17463,1
17464,0
17465,1
17466,0
17467,0
17468,0
17469,0
17470,0
17471,0
17472,0
17473,0
17474,0
17475,0
17476,0
17477,0
17478,0
17479,1
17480,1
17481,0
17482,0
17483,0
17484,0
17485,0
17486,0
17487,0
17488,0
17489,0
17490,1
17491,1
17492,1
17493,0
17494,1
17495,0
17496,0
17497,0
17498,0
17499,0
17500,0
17501,0
17502,0
17503,0
17504,1
17505,0
17506,0
17507,0
17508,0
17509,1
17510,0
17511,1
17512,0
17513,1
17514,1
17515,0
17516,0
17517,0
17518,0
17519,1
17520,0
17521,0
17522,0
17523,0
17524,0
17525,1
17526,0
17527,0
17528,1
17529,0
17530,0
17531,0
17532,0
17533,0
17534,0
17535,0
17536,1
17537,0
17538,1
17539,0
17540,1
17541,0
17542,1
17543,0
17544,0
17545,0
17546,0
17547,0
17548,0
17549,0
17550,1
17551,0
17552,0
17553,1
17554,0
17555,0
17556,0
17557,0
17558,0
17559,1
17560,0
17561,0
17562,0
17563,0
17564,0
17565,0
17566,0
17567,0
17568,0
17569,0
17570,0
17571,0
17572,0
17573,0
17574,0
17575,1
17576,0
17577,0
17578,0
17579,1
17580,0
17581,0
17582,1
17583,0
17584,0
17585,0
17586,0
17587,1
17588,0
17589,0
17590,0
17591,0
17592,1
17593,1
17594,1
17595,0
17596,0
17597,0
17598,0
17599,0
17600,0
17601,0
17602,1
17603,1
17604,0
17605,0
17606,0
17607,1
17608,0
17609,0
17610,0
17611,1
17612,0
17613,0
17614,0
17615,0
17616,0
17617,0
17618,1
17619,0
17620,0
17621,1
17622,1
17623,1
17624,0
17625,1
17626,1
17627,1
17628,0
17629,0
17630,0
17631,0
17632,0
17633,0
17634,0
17635,1
17636,0
17637,0
17638,0
17639,1
17640,0
17641,1
17642,1
17643,0
17644,0
17645,0
17646,1
17647,1
17648,0
17649,0
17650,0
17651,0
17652,0
17653,0
17654,0
17655,0
17656,1
17657,0
17658,0
17659,0
17660,1
17661,0
17662,0
17663,1
17664,0
17665,0
17666,0
17667,1
17668,0
17669,0
17670,0
17671,0
17672,0
17673,1
17674,0
17675,0
17676,0
17677,1
17678,0
17679,0
17680,0
17681,0
17682,1
17683,0
17684,0
17685,0
17686,1
17687,0
17688,1
17689,0
17690,0
17691,0
17692,0
17693,0
17694,0
17695,0
17696,1
17697,0
17698,0
17699,0
17700,0
17701,0
17702,0
17703,0
17704,0
17705,0
17706,0
17707,0
17708,1
17709,0
17710,1
17711,0
17712,0
17713,1
17714,1
17715,0
17716,1
17717,1
17718,0
17719,0
17720,1
17721,0
17722,0
17723,1
17724,0
17725,1
17726,0
17727,0
17728,0
17729,0
17730,0
17731,0
17732,0
17733,0
17734,0
17735,1
17736,0
17737,0
17738,0
17739,1
17740,1
17741,0
17742,0
17743,0
17744,0
17745,0
17746,0
17747,0
17748,0
17749,0
17750,0
17751,0
17752,0
17753,0
17754,0
17755,0
17756,0
17757,0
17758,0
17759,0
17760,1
17761,0
17762,1
17763,0
17764,0
17765,0
17766,0
17767,0
17768,0
17769,0
17770,1
17771,0
17772,1
17773,0
17774,0
17775,0
17776,0
17777,1
17778,0
17779,0
17780,0
17781,1
17782,1
17783,0
17784,0
17785,0
17786,0
17787,0
17788,1
17789,1
17790,0
17791,0
17792,0
17793,1
17794,0
17795,0
17796,0
17797,0
